Property type,Bedroom,Bathroom,Furnished Status,Carpet Area,Construction Status,Floor No,SquareFeet,Facing,Car Parking,Total Price (INR),Address,BHK,City,State
Apartments,1.0,2.0,,520,Ready to Move,,520.0,,,1550000.0,"Kondhwa Khurd, Pune, Maharashtra",1.0,Pune,Maharashtra
Apartments,3.0,3.0,Furnished,1290,Ready to Move,7.0,1890.0,,,13200000.0,"Navrangpura, Ahmedabad, Gujarat",3.0,Ahmedabad,Gujarat
Apartments,1.0,1.0,Unfurnished,430,Under Construction,20.0,559.0,East,1.0,5400000.0,"Hadapsar, Pune, Maharashtra",1.0,Pune,Maharashtra
Houses & Villas,4.0,4.0,Furnished,202,Ready to Move,1.0,1818.0,North-East,1.0,53000000.0,"Thaltej, Ahmedabad, Gujarat",4.0,Ahmedabad,Gujarat
Apartments,1.0,2.0,Unfurnished,457,New Launch,20.0,750.0,West,1.0,8911250.0,"Kurla East, Mumbai, Maharashtra",1.0,Mumbai,Maharashtra
Apartments,1.0,1.0,Unfurnished,640,Ready to Move,4.0,850.0,North-East,1.0,1500000.0,"Bapu Nagar, Ahmedabad, Gujarat",1.0,Ahmedabad,Gujarat
Builder Floors,2.0,2.0,Furnished,780,Ready to Move,7.0,1188.0,South-East,1.0,7000000.0,"Nava Vadaj, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Apartments,2.0,2.0,Unfurnished,771,Under Construction,7.0,1187.0,,,4748000.0,"Kalher Village, Bhiwandi, Maharashtra",2.0,Bhiwandi,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,825,Ready to Move,14.0,1250.0,West,2.0,10000000.0,"Ulwe, Navi Mumbai, Maharashtra",2.0,Navi Mumbai,Maharashtra
Builder Floors,2.0,2.0,Semi-Furnished,600,Ready to Move,2.0,600.0,East,0.0,6500000.0,"Jagannath Budhawari, Nagpur, Maharashtra",2.0,Nagpur,Maharashtra
Apartments,1.0,1.0,Unfurnished,950,Ready to Move,2.0,1100.0,East,,3700000.0,"Naranpura, Ahmedabad, Gujarat",1.0,Ahmedabad,Gujarat
Apartments,1.0,1.0,Semi-Furnished,400,Ready to Move,3.0,590.0,West,1.0,2500000.0,"Kalher Village, Bhiwandi, Maharashtra",1.0,Bhiwandi,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,997,Under Construction,31.0,1346.0,North,1.0,11800000.0,"Pahala, Bhubaneshwar, Odisha",2.0,Bhubaneshwar,Odisha
Apartments,3.0,3.0,Unfurnished,1056,Under Construction,35.0,1289.0,West,1.0,12500000.0,"Baner, Pune, Maharashtra",3.0,Pune,Maharashtra
Houses & Villas,3.0,3.0,Furnished,1000,Ready to Move,2.0,1400.0,North-West,1.0,7000000.0,"Manas Vihar, Lucknow, Uttar Pradesh",3.0,Lucknow,Uttar Pradesh
Builder Floors,1.0,1.0,Semi-Furnished,280,Ready to Move,4.0,330.0,,0.0,820000.0,"Topsia road, Kolkata, West Bengal",1.0,Kolkata,West Bengal
Apartments,3.0,1.0,Furnished,550,Ready to Move,3.0,650.0,South-East,0.0,2149999.0,"Jhautala, Kolkata, West Bengal",3.0,Kolkata,West Bengal
Apartments,3.0,1.0,Furnished,800,Ready to Move,5.0,1000.0,South-East,0.0,5500000.0,"Park Circus, Kolkata, West Bengal",3.0,Kolkata,West Bengal
Apartments,2.0,2.0,Unfurnished,700,Ready to Move,13.0,1050.0,West,1.0,9800000.0,"Manpada, Thane, Maharashtra",2.0,Thane,Maharashtra
Builder Floors,2.0,2.0,Semi-Furnished,540,Ready to Move,4.0,600.0,South-East,1.0,2500000.0,"Dwarka Mor, Delhi, Delhi",2.0,Delhi,Delhi
Apartments,2.0,1.0,Semi-Furnished,650,Ready to Move,4.0,780.0,,0.0,2500000.0,"Picnic Garden, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Apartments,2.0,2.0,Semi-Furnished,700,Ready to Move,4.0,750.0,North-East,1.0,3500000.0,"Dwarka Sector 8, Delhi, Delhi",2.0,Delhi,Delhi
Apartments,,1.0,Furnished,349,Ready to Move,4.0,349.0,North-East,0.0,2500000.0,"Khadki, Pune, Maharashtra",,Pune,Maharashtra
Builder Floors,1.0,1.0,Semi-Furnished,450,Ready to Move,5.0,480.0,South,1.0,10000.0,"Nana Peth, Pune, Maharashtra",1.0,Pune,Maharashtra
Apartments,3.0,3.0,Unfurnished,1413,Under Construction,22.0,1836.0,East,2.0,17800000.0,"Koregaon Park Extension, Pune, Maharashtra",3.0,Pune,Maharashtra
Builder Floors,3.0,3.0,Semi-Furnished,1050,Ready to Move,4.0,1200.0,North-East,1.0,10000000.0,"Ramesh Nagar, Delhi, Delhi",3.0,Delhi,Delhi
Apartments,3.0,3.0,Furnished,1458,Ready to Move,5.0,1827.0,East,1.0,12500000.0,"Paldi, Ahmedabad, Gujarat",3.0,Ahmedabad,Gujarat
Apartments,2.0,2.0,Furnished,120,Ready to Move,4.0,900.0,West,1.0,6600000.0,"Tangra, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Apartments,3.0,2.0,Semi-Furnished,798,Ready to Move,3.0,1334.0,North-East,1.0,6700000.0,"Sijua Patrapada, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Builder Floors,2.0,2.0,Semi-Furnished,900,Ready to Move,4.0,1000.0,North,1.0,13500000.0,"Ramesh Nagar, Delhi, Delhi",2.0,Delhi,Delhi
Apartments,3.0,3.0,Furnished,1266,Ready to Move,8.0,1800.0,East,2.0,28900000.0,"Kolshet Road, Thane, Maharashtra",3.0,Thane,Maharashtra
Houses & Villas,3.0,3.0,Semi-Furnished,120,Ready to Move,2.0,1080.0,North,1.0,14000000.0,"Nirnay Nagar, Ahmedabad, Gujarat",3.0,Ahmedabad,Gujarat
Apartments,1.0,2.0,Furnished,518,Ready to Move,11.0,673.0,East,1.0,3900000.0,"Dhanori, Pune, Maharashtra",1.0,Pune,Maharashtra
Apartments,1.0,1.0,Unfurnished,386,Under Construction,30.0,500.0,East,0.0,3949000.0,"Shilphata Road, Thane, Maharashtra",1.0,Thane,Maharashtra
Apartments,1.0,1.0,Unfurnished,115,Ready to Move,7.0,118.0,North-West,2.0,3400000.0,"Ranip, Ahmedabad, Gujarat",1.0,Ahmedabad,Gujarat
Apartments,3.0,2.0,Unfurnished,1210,Under Construction,4.0,1515.0,East,1.0,9300000.0,"Patia, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Apartments,3.0,3.0,Unfurnished,1200,Under Construction,14.0,2655.0,East,2.0,14500000.0,"Gota, Ahmedabad, Gujarat",3.0,Ahmedabad,Gujarat
Apartments,3.0,2.0,Furnished,1342,Ready to Move,4.0,1790.0,East,1.0,11000000.0,"Patrapada, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Houses & Villas,4.0,4.0,Furnished,3000,Ready to Move,1.0,4000.0,East,2.0,40000000.0,"Civil Lines, Nagpur, Maharashtra",4.0,Nagpur,Maharashtra
Builder Floors,1.0,1.0,Semi-Furnished,840,Ready to Move,7.0,840.0,South,0.0,2100000.0,"132 Feet Ring Road, Ahmedabad, Gujarat",1.0,Ahmedabad,Gujarat
Builder Floors,2.0,2.0,Semi-Furnished,550,Ready to Move,4.0,600.0,,,2500000.0,"Nawada, Delhi, Delhi",2.0,Delhi,Delhi
Apartments,1.0,1.0,Furnished,529,Ready to Move,5.0,765.0,,,2551000.0,"Nikol - Naroda Road, Ahmedabad, Gujarat",1.0,Ahmedabad,Gujarat
Apartments,1.0,1.0,Unfurnished,444,Ready to Move,30.0,550.0,North-East,1.0,4200000.0,"Majiwada, Thane, Maharashtra",1.0,Thane,Maharashtra
Apartments,2.0,2.0,Unfurnished,663,Under Construction,5.0,1050.0,East,1.0,5280000.0,"Baranga, Cuttack, Odisha",2.0,Cuttack,Odisha
Apartments,3.0,3.0,Unfurnished,1175,Ready to Move,20.0,1145.0,South-West,1.0,50000000.0,"Valmiki Nagar, Mumbai, Maharashtra",3.0,Mumbai,Maharashtra
Apartments,3.0,2.0,Unfurnished,1170,Under Construction,,1600.0,East,1.0,12200000.0,"Chandrasekharpur, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Apartments,4.0,4.0,Furnished,1750,Ready to Move,3.0,4000.0,East,2.0,9000000.0,"Kaiser Bagh, Lucknow, Uttar Pradesh",4.0,Lucknow,Uttar Pradesh
Builder Floors,4.0,4.0,Furnished,1350,Ready to Move,4.0,1441.0,East,1.0,4800000.0,"Nilothi, Delhi, Delhi",4.0,Delhi,Delhi
Houses & Villas,,,,0,,,0.0,,,1300000.0,"Sector 6, Lucknow, Uttar Pradesh",,Lucknow,Uttar Pradesh
Apartments,4.0,4.0,Unfurnished,2850,Ready to Move,10.0,3250.0,West,2.0,300000000.0,"Bandra West, Mumbai, Maharashtra",4.0,Mumbai,Maharashtra
Apartments,3.0,3.0,Unfurnished,1256,Under Construction,12.0,1901.0,North,1.0,12356500.0,"Koradakanta, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Builder Floors,3.0,2.0,Semi-Furnished,1150,Ready to Move,3.0,1200.0,North-West,1.0,13000000.0,"Vikaspuri, Delhi, Delhi",3.0,Delhi,Delhi
Apartments,2.0,2.0,Unfurnished,611,Under Construction,7.0,941.0,,,3764000.0,"Kalwa, Thane, Maharashtra",2.0,Thane,Maharashtra
Builder Floors,3.0,2.0,Semi-Furnished,850,Ready to Move,4.0,900.0,East,1.0,5500000.0,"Dwarka Mor, Delhi, Delhi",3.0,Delhi,Delhi
Houses & Villas,3.0,3.0,Semi-Furnished,1050,Ready to Move,2.0,1550.0,South-East,1.0,6500000.0,"Indira Nagar, Lucknow, Uttar Pradesh",3.0,Lucknow,Uttar Pradesh
Apartments,4.0,4.0,Furnished,3600,Ready to Move,,3600.0,,,70000000.0,"Koregaon park, Pune, Maharashtra",4.0,Pune,Maharashtra
,,,,,,,,,,7500000.0,,,,
Apartments,1.0,1.0,Semi-Furnished,600,Ready to Move,8.0,700.0,West,1.0,16000000.0,"Andheri West, Mumbai, Maharashtra",1.0,Mumbai,Maharashtra
Apartments,2.0,2.0,Unfurnished,799,New Launch,13.0,1118.0,East,1.0,6700001.0,"Kondhwa Khurd, Pune, Maharashtra",2.0,Pune,Maharashtra
Apartments,1.0,1.0,Unfurnished,200,Ready to Move,4.0,425.0,East,,2600000.0,"Ulwe, Navi Mumbai, Maharashtra",1.0,Navi Mumbai,Maharashtra
Apartments,2.0,1.0,Furnished,915,Ready to Move,4.0,915.0,South-East,,4800000.0,"Kankaria, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Apartments,3.0,3.0,Unfurnished,675,Ready to Move,30.0,800.0,North-East,1.0,6000000.0,"Majiwada, Thane, Maharashtra",3.0,Thane,Maharashtra
Apartments,4.0,2.0,Furnished,1400,Ready to Move,4.0,1200.0,South,0.0,8000000.0,"New Market Area, Kolkata, West Bengal",4.0,Kolkata,West Bengal
Apartments,2.0,2.0,Unfurnished,750,Under Construction,30.0,1000.0,East,1.0,14900000.0,"Hiranandani Meadows, Thane, Maharashtra",2.0,Thane,Maharashtra
Apartments,1.0,1.0,Unfurnished,360,Ready to Move,6.0,465.0,,0.0,1775000.0,"Chadheibar, Balakati, Odisha",1.0,Balakati,Odisha
Apartments,1.0,1.0,Unfurnished,805,Ready to Move,,805.0,East,0.0,5071500.0,"Hingne Khurd, Pune, Maharashtra",1.0,Pune,Maharashtra
Builder Floors,1.0,1.0,Semi-Furnished,560,Ready to Move,3.0,800.0,,0.0,3200000.0,"Nandanvan, Nagpur, Maharashtra",1.0,Nagpur,Maharashtra
Houses & Villas,4.0,2.0,Semi-Furnished,1250,Ready to Move,2.0,2500.0,North-West,1.0,11500000.0,"Nishatgani, Lucknow, Uttar Pradesh",4.0,Lucknow,Uttar Pradesh
Apartments,2.0,2.0,Semi-Furnished,849,Ready to Move,12.0,998.0,East,1.0,8200000.0,"Anand Nagar, Pune, Maharashtra",2.0,Pune,Maharashtra
Houses & Villas,4.0,2.0,,900,,,1000.0,,,10000000.0,"Central Avenue, Kolkata, West Bengal",4.0,Kolkata,West Bengal
Apartments,3.0,3.0,Semi-Furnished,1400,Under Construction,14.0,1700.0,East,2.0,11000000.0,"Acharya Vihar, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Builder Floors,3.0,2.0,Semi-Furnished,900,Ready to Move,4.0,950.0,East,1.0,7200000.0,"Janakpuri, Delhi, Delhi",3.0,Delhi,Delhi
Houses & Villas,4.0,3.0,Semi-Furnished,600,Ready to Move,3.0,1600.0,West,1.0,4999999.0,"Ahivaranpur, Lucknow, Uttar Pradesh",4.0,Lucknow,Uttar Pradesh
Apartments,1.0,1.0,Semi-Furnished,400,Ready to Move,4.0,50000.0,North-East,1.0,1350000.0,"Vaishnavt Mata Nagar, Nagpur, Maharashtra",1.0,Nagpur,Maharashtra
Apartments,1.0,1.0,Semi-Furnished,500,Ready to Move,3.0,525.0,East,1.0,2500000.0,"Zingabai Takli, Nagpur, Maharashtra",1.0,Nagpur,Maharashtra
Houses & Villas,4.0,4.0,Furnished,6050,Ready to Move,3.0,2500.0,South,1.0,36000000.0,"Sector 13 CDA, Cuttack, Odisha",4.0,Cuttack,Odisha
Apartments,2.0,2.0,Semi-Furnished,135,Ready to Move,10.0,1215.0,North-East,,5600000.0,"Motera, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Houses & Villas,3.0,3.0,Furnished,2300,Ready to Move,1.0,6200.0,North-East,2.0,18000000.0,"Mahanadi Vihar, Cuttack, Odisha",3.0,Cuttack,Odisha
Apartments,1.0,1.0,Semi-Furnished,260,Ready to Move,4.0,340.0,North-East,0.0,3500000.0,"Thane East, Thane, Maharashtra",1.0,Thane,Maharashtra
Builder Floors,2.0,2.0,Semi-Furnished,480,Ready to Move,4.0,495.0,,,2600000.0,"Mohan Garden, Delhi, Delhi",2.0,Delhi,Delhi
Builder Floors,2.0,2.0,Semi-Furnished,515,Ready to Move,4.0,525.0,West,0.0,2550000.0,"Hastsal, Delhi, Delhi",2.0,Delhi,Delhi
Houses & Villas,4.0,4.0,Unfurnished,2700,Ready to Move,3.0,3000.0,North-East,2.0,120000000.0,"Rajouri Garden, Delhi, Delhi",4.0,Delhi,Delhi
Apartments,2.0,1.0,Semi-Furnished,450,Ready to Move,7.0,500.0,North-West,1.0,3000000.0,"Kurla East, Mumbai, Maharashtra",2.0,Mumbai,Maharashtra
Apartments,3.0,3.0,Unfurnished,1361,Under Construction,10.0,1361.0,North,1.0,20500000.0,"Baner, Pune, Maharashtra",3.0,Pune,Maharashtra
Apartments,3.0,3.0,Unfurnished,1054,Under Construction,13.0,1370.0,East,1.0,14400000.0,"Koregaon Park Extension, Pune, Maharashtra",3.0,Pune,Maharashtra
Builder Floors,3.0,2.0,Semi-Furnished,960,Ready to Move,4.0,960.0,South,1.0,15000.0,"Chander Vihar, Delhi, Delhi",3.0,Delhi,Delhi
Apartments,3.0,3.0,Semi-Furnished,1100,Under Construction,5.0,1600.0,North,1.0,18000000.0,"Saheed Nagar, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Apartments,2.0,2.0,Semi-Furnished,850,Ready to Move,22.0,1150.0,East,1.0,8100000.0,"NIBM, Pune, Maharashtra",2.0,Pune,Maharashtra
Houses & Villas,3.0,3.0,Unfurnished,1624,Under Construction,2.0,2800.0,East,1.0,21200000.0,"Panvel, Navi Mumbai, Maharashtra",3.0,Navi Mumbai,Maharashtra
Apartments,3.0,2.0,Unfurnished,817,Ready to Move,4.0,1090.0,South,1.0,3900000.0,"Picnic Garden, Kolkata, West Bengal",3.0,Kolkata,West Bengal
Apartments,2.0,2.0,Unfurnished,611,Under Construction,7.0,941.0,,,3764000.0,"Kalher, Thane, Maharashtra",2.0,Thane,Maharashtra
Houses & Villas,4.0,4.0,Furnished,7000,Ready to Move,3.0,7700.0,North,2.0,50000000.0,"Samantarapur, Bhubaneshwar, Odisha",4.0,Bhubaneshwar,Odisha
Builder Floors,2.0,1.0,Unfurnished,899,Ready to Move,2.0,900.0,North,1.0,4400000.0,"Vishnu Garden, Delhi, Delhi",2.0,Delhi,Delhi
Apartments,1.0,1.0,Unfurnished,8,Ready to Move,1.0,8.0,West,0.0,700000.0,"Shahpur, Ahmedabad, Gujarat",1.0,Ahmedabad,Gujarat
Houses & Villas,4.0,4.0,Furnished,5000,Ready to Move,2.0,5000.0,,3.0,320000000.0,"Punjabi Bagh West, Delhi, Delhi",4.0,Delhi,Delhi
Builder Floors,3.0,2.0,Semi-Furnished,120,Ready to Move,3.0,120.0,North,0.0,7000000.0,"Tilak Nagar, Delhi, Delhi",3.0,Delhi,Delhi
Apartments,1.0,1.0,Furnished,430,Ready to Move,7.0,430.0,East,1.0,5200000.0,"Wahal Village, Navi Mumbai, Maharashtra",1.0,Navi Mumbai,Maharashtra
Houses & Villas,2.0,1.0,Semi-Furnished,42,Under Construction,1.0,27.0,East,3.0,2150000.0,"Kalpi Nagar, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Apartments,4.0,4.0,Furnished,2700,Ready to Move,30.0,3700.0,West,3.0,165000000.0,"Prabhadevi, Mumbai, Maharashtra",4.0,Mumbai,Maharashtra
Apartments,4.0,4.0,Unfurnished,2300,Under Construction,35.0,3000.0,West,2.0,34000000.0,"Baner, Pune, Maharashtra",4.0,Pune,Maharashtra
Apartments,1.0,1.0,Unfurnished,331,Ready to Move,4.0,395.0,East,1.0,1500000.0,"Kalwa, Thane, Maharashtra",1.0,Thane,Maharashtra
Builder Floors,1.0,1.0,,335,Ready to Move,3.0,335.0,East,0.0,1150000.0,"Tilak Nagar, Delhi, Delhi",1.0,Delhi,Delhi
Apartments,2.0,2.0,Semi-Furnished,950,Ready to Move,3.0,1000.0,,2.0,2800000.0,"Rahim Nagar, Lucknow, Uttar Pradesh",2.0,Lucknow,Uttar Pradesh
Apartments,1.0,1.0,Semi-Furnished,360,Ready to Move,5.0,450.0,South-West,0.0,1710000.0,"VIP Road, Kolkata, West Bengal",1.0,Kolkata,West Bengal
Apartments,3.0,3.0,Semi-Furnished,1085,Ready to Move,15.0,1530.0,North-East,1.0,22500000.0,"Kharghar, Navi Mumbai, Maharashtra",3.0,Navi Mumbai,Maharashtra
Builder Floors,2.0,2.0,Semi-Furnished,902,Ready to Move,4.0,900.0,,1.0,4550000.0,"Tilak Nagar, Delhi, Delhi",2.0,Delhi,Delhi
Builder Floors,2.0,2.0,Unfurnished,700,Under Construction,14.0,1200.0,East,1.0,11500000.0,"Ulwe, Navi Mumbai, Maharashtra",2.0,Navi Mumbai,Maharashtra
Apartments,3.0,3.0,Unfurnished,1440,Under Construction,22.0,2160.0,North,1.0,14688000.0,"Koradakanta, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Apartments,2.0,2.0,Unfurnished,534,Under Construction,7.0,822.0,,,3288000.0,"Kasheli Village, Bhiwandi, Maharashtra",2.0,Bhiwandi,Maharashtra
Builder Floors,2.0,2.0,Unfurnished,530,Ready to Move,6.0,650.0,South-West,0.0,1530000.0,"Tangra, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Builder Floors,3.0,3.0,Semi-Furnished,1150,Ready to Move,4.0,1215.0,South-East,1.0,14500000.0,"Raja Garden, Delhi, Delhi",3.0,Delhi,Delhi
Builder Floors,1.0,1.0,Semi-Furnished,510,Ready to Move,7.0,600.0,North-West,1.0,9100000.0,"Wagle Estate, Thane, Maharashtra",1.0,Thane,Maharashtra
Apartments,4.0,3.0,Unfurnished,1400,Ready to Move,3.0,1900.0,North,1.0,8000000.0,"Swavlambi Nagar, Nagpur, Maharashtra",4.0,Nagpur,Maharashtra
Apartments,3.0,3.0,Unfurnished,972,Under Construction,14.0,1737.0,East,1.0,6600000.0,"Jagatpur, Ahmedabad, Gujarat",3.0,Ahmedabad,Gujarat
Apartments,1.0,2.0,Unfurnished,652,Ready to Move,17.0,1058.0,East,0.0,14100000.0,"Kurla East, Mumbai, Maharashtra",1.0,Mumbai,Maharashtra
Apartments,2.0,2.0,Unfurnished,771,Ready to Move,33.0,1100.0,East,1.0,12400000.0,"Hiranandani Estate, Thane, Maharashtra",2.0,Thane,Maharashtra
Apartments,3.0,3.0,Furnished,974,Ready to Move,7.0,1771.0,East,2.0,12000000.0,"Vastral, Ahmedabad, Gujarat",3.0,Ahmedabad,Gujarat
Apartments,2.0,2.0,Unfurnished,750,Ready to Move,1.0,900.0,North,0.0,8500000.0,"Salisbury Park, Pune, Maharashtra",2.0,Pune,Maharashtra
Houses & Villas,4.0,4.0,Semi-Furnished,1600,Ready to Move,2.0,1600.0,West,2.0,10000000.0,"Uday Nagar, Nagpur, Maharashtra",4.0,Nagpur,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,750,Ready to Move,15.0,1100.0,South-West,1.0,34500000.0,"Versova, Mumbai, Maharashtra",2.0,Mumbai,Maharashtra
Apartments,1.0,1.0,Semi-Furnished,350,Ready to Move,12.0,650.0,East,1.0,3100000.0,"Bandra East, Mumbai, Maharashtra",1.0,Mumbai,Maharashtra
Apartments,1.0,1.0,Semi-Furnished,89,Ready to Move,4.0,89.0,North-East,1.0,2250000.0,"D Colony, Ahmedabad, Gujarat",1.0,Ahmedabad,Gujarat
Apartments,1.0,1.0,Unfurnished,450,Ready to Move,5.0,450.0,North-East,0.0,1500000.0,"Turia Ganj, Lucknow, Uttar Pradesh",1.0,Lucknow,Uttar Pradesh
Apartments,2.0,2.0,Semi-Furnished,750,Ready to Move,5.0,922.0,North,1.0,3400000.0,"Dabha, Nagpur, Maharashtra",2.0,Nagpur,Maharashtra
Apartments,3.0,3.0,Unfurnished,964,Under Construction,20.0,1253.0,East,1.0,12000000.0,"Hadapsar, Pune, Maharashtra",3.0,Pune,Maharashtra
Apartments,2.0,2.0,Unfurnished,800,Ready to Move,4.0,940.0,,2.0,5800000.0,"Bishnu Vihar, Bhubaneshwar, Odisha",2.0,Bhubaneshwar,Odisha
Houses & Villas,,,,0,,,0.0,,,599000.0,"Lucknow Zoo, Lucknow, Uttar Pradesh",,Lucknow,Uttar Pradesh
Apartments,2.0,2.0,Semi-Furnished,650,Ready to Move,5.0,800.0,South,0.0,8000000.0,"Park Circus, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Apartments,2.0,2.0,Semi-Furnished,579,Under Construction,27.0,692.0,South-East,3.0,18397459.0,"Wadala East, Mumbai, Maharashtra",2.0,Mumbai,Maharashtra
Houses & Villas,3.0,2.0,Semi-Furnished,900,Ready to Move,1.0,30.0,West,1.0,5800000.0,"Arbuda Nagar, Ahmedabad, Gujarat",3.0,Ahmedabad,Gujarat
Apartments,2.0,2.0,Semi-Furnished,745,Ready to Move,16.0,1045.0,North-East,1.0,7272000.0,"Hadapsar, Pune, Maharashtra",2.0,Pune,Maharashtra
Apartments,1.0,1.0,Unfurnished,450,Ready to Move,3.0,500.0,East,1.0,1650000.0,"Khadra, Lucknow, Uttar Pradesh",1.0,Lucknow,Uttar Pradesh
Builder Floors,3.0,3.0,Unfurnished,1250,Ready to Move,14.0,1700.0,East,2.0,17000000.0,"Kharadi, Pune, Maharashtra",3.0,Pune,Maharashtra
Apartments,1.0,2.0,Unfurnished,478,Under Construction,7.0,736.0,,,2944000.0,"Manpada, Thane, Maharashtra",1.0,Thane,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,600,Ready to Move,3.0,600.0,East,1.0,7000000.0,"Rohtak Road, Delhi, Delhi",2.0,Delhi,Delhi
Apartments,1.0,1.0,Unfurnished,232,Under Construction,19.0,375.0,North,0.0,5500000.0,"Ghatkopar East, Mumbai, Maharashtra",1.0,Mumbai,Maharashtra
Apartments,1.0,2.0,Unfurnished,500,Ready to Move,4.0,600.0,,1.0,1800000.0,"Kasheli Village, Bhiwandi, Maharashtra",1.0,Bhiwandi,Maharashtra
Houses & Villas,3.0,3.0,Semi-Furnished,900,Ready to Move,2.0,1549.0,East,1.0,4800000.0,"Maha Nagar Colony, Lucknow, Uttar Pradesh",3.0,Lucknow,Uttar Pradesh
Apartments,1.0,1.0,Furnished,650,Ready to Move,5.0,700.0,East,1.0,2200000.0,"Rakhiyal, Ahmedabad, Gujarat",1.0,Ahmedabad,Gujarat
Houses & Villas,2.0,2.0,Furnished,633,Ready to Move,1.0,633.0,East,0.0,3100000.0,"Rasulgarh, Bhubaneshwar, Odisha",2.0,Bhubaneshwar,Odisha
Houses & Villas,3.0,3.0,Semi-Furnished,1600,Under Construction,2.0,2800.0,East,1.0,21200000.0,"Panvel, Navi  Mumbai, Maharashtra",3.0,Navi  Mumbai,Maharashtra
Apartments,3.0,3.0,Furnished,1250,New Launch,2.0,1750.0,East,3.0,10000000.0,"Jagamara, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Apartments,2.0,2.0,Furnished,900,Under Construction,3.0,1150.0,North,1.0,3700000.0,"BDA Colony, Bhubaneshwar, Odisha",2.0,Bhubaneshwar,Odisha
Apartments,3.0,3.0,Furnished,1750,Ready to Move,8.0,2050.0,North,1.0,19500000.0,"Phoolbagan, Kolkata, West Bengal",3.0,Kolkata,West Bengal
Houses & Villas,3.0,3.0,Semi-Furnished,1600,Ready to Move,2.0,1800.0,North,1.0,7500000.0,"Gorewada Road, Nagpur, Maharashtra",3.0,Nagpur,Maharashtra
Houses & Villas,2.0,2.0,Unfurnished,50,Ready to Move,,450.0,North,0.0,2500000.0,"Pratap Vihar, Delhi, Delhi",2.0,Delhi,Delhi
Houses & Villas,3.0,3.0,Furnished,110,Ready to Move,3.0,110.0,North-West,1.0,18000000.0,"Ranip, Ahmedabad, Gujarat",3.0,Ahmedabad,Gujarat
Apartments,2.0,2.0,Semi-Furnished,330,Under Construction,4.0,1100.0,North-East,1.0,6500000.0,"Khandagiri, Bhubaneshwar, Odisha",2.0,Bhubaneshwar,Odisha
Apartments,1.0,2.0,Furnished,470,Ready to Move,30.0,650.0,North-East,2.0,7500000.0,"Kolshet Road, Thane, Maharashtra",1.0,Thane,Maharashtra
Apartments,2.0,2.0,Unfurnished,619,Ready to Move,1.0,736.0,East,1.0,3500000.0,"Kurla West, Mumbai, Maharashtra",2.0,Mumbai,Maharashtra
Builder Floors,2.0,1.0,Unfurnished,00,Ready to Move,4.0,700.0,North,1.0,1800900.0,"Nagpur City H O, Nagpur, Maharashtra",2.0,Nagpur,Maharashtra
Apartments,1.0,2.0,Unfurnished,485,Ready to Move,13.0,650.0,East,1.0,7000000.0,"Manpada, Thane, Maharashtra",1.0,Thane,Maharashtra
Apartments,3.0,3.0,Unfurnished,771,Under Construction,7.0,1187.0,,,4748000.0,"Majiwada, Thane, Maharashtra",3.0,Thane,Maharashtra
Houses & Villas,1.0,,,120,,2.0,120.0,,,1500000.0,"Vakola, Mumbai, Maharashtra",,Mumbai,Maharashtra
Builder Floors,2.0,2.0,Unfurnished,730,Ready to Move,4.0,750.0,South-West,0.0,2000000.0,"Sector 4, Bidhannagar, West Bengal",2.0,Bidhannagar,West Bengal
Apartments,1.0,1.0,Unfurnished,340,Ready to Move,4.0,410.0,East,3.0,5000000.0,"Kolshet Road, Thane, Maharashtra",1.0,Thane,Maharashtra
Apartments,1.0,1.0,Furnished,555,New Launch,55.0,555.0,South,0.0,150000.0,"Vile Parle East,  Mumbai, Maharashtra",1.0,Mumbai,Maharashtra
Apartments,4.0,2.0,Unfurnished,0,New Launch,1.0,1000.0,South,0.0,4500000.0,"Mahavishnu Nagar, Nagpur, Maharashtra",4.0,Nagpur,Maharashtra
Apartments,1.0,1.0,Unfurnished,415,Ready to Move,7.0,700.0,East,1.0,5000000.0,"Ulwe, Navi Mumbai, Maharashtra",1.0,Navi Mumbai,Maharashtra
